84.53,13.28,95.19,1,US.TX->US.NY->US.MO->US.CA->US.FL,25
91.76,6.39,95.59,2,US.TX->US.FL->US.NY->US.MO->US.CA,25
80.99,2.07,88.50,3,US.CA->US.TX->US.NY->US.MO->US.FL,25
91.81,4.31,95.42,4,US.NY->US.MO->US.CA->US.TX->US.FL,25
84.13,13.22,95.06,5,US.CA->US.FL->US.NY->US.TX->US.MO,25
