stage,task,accuracy,micro-f1,macro-f1,seed
0.0,0.0,94.4,94.4,94.07,3.0
1.0,0.0,91.82,91.82,91.4,3.0
1.0,1.0,95.47,95.47,95.17,3.0
2.0,0.0,91.49,91.49,90.87,3.0
2.0,1.0,92.0,92.0,91.38,3.0
2.0,2.0,92.99,92.99,92.41,3.0
3.0,0.0,87.77,87.77,86.65,3.0
3.0,1.0,81.74,81.74,77.81,3.0
3.0,2.0,85.65,85.65,83.54,3.0
3.0,3.0,95.03,95.03,94.72,3.0
4.0,0.0,89.59,89.59,88.88,3.0
4.0,1.0,89.23,89.23,88.06,3.0
4.0,2.0,89.4,89.4,88.41,3.0
4.0,3.0,88.66,88.66,88.03,3.0
4.0,4.0,95.84,95.84,95.61,3.0
