stage,task,accuracy,micro-f1,macro-f1,seed
0.0,0.0,91.33,91.33,90.85,5.0
1.0,0.0,85.29,85.29,83.93,5.0
1.0,1.0,94.84,94.84,94.55,5.0
2.0,0.0,90.7,90.7,90.26,5.0
2.0,1.0,83.66,83.66,83.32,5.0
2.0,2.0,93.15,93.15,92.72,5.0
3.0,0.0,90.08,90.08,89.36,5.0
3.0,1.0,89.68,89.68,89.29,5.0
3.0,2.0,88.29,88.29,87.02,5.0
3.0,3.0,92.04,92.04,91.47,5.0
4.0,0.0,90.48,90.48,89.65,5.0
4.0,1.0,89.3,89.3,88.72,5.0
4.0,2.0,87.27,87.27,85.59,5.0
4.0,3.0,90.24,90.24,89.25,5.0
4.0,4.0,91.14,91.14,90.62,5.0
