stage,task,accuracy,micro-f1,macro-f1,seed
0.0,0.0,95.71,95.71,95.46,2.0
1.0,0.0,89.71,89.71,88.56,2.0
1.0,1.0,95.26,95.26,94.94,2.0
2.0,0.0,92.72,92.72,92.17,2.0
2.0,1.0,91.01,91.01,90.45,2.0
2.0,2.0,95.78,95.78,95.48,2.0
3.0,0.0,84.47,84.47,83.05,2.0
3.0,1.0,83.4,83.4,82.52,2.0
3.0,2.0,83.02,83.02,81.15,2.0
3.0,3.0,94.34,94.34,94.07,2.0
4.0,0.0,92.04,92.04,91.53,2.0
4.0,1.0,90.07,90.07,89.46,2.0
4.0,2.0,91.99,91.99,91.32,2.0
4.0,3.0,87.82,87.82,87.41,2.0
4.0,4.0,96.87,96.87,96.7,2.0
