stage,task,accuracy,micro-f1,macro-f1,seed
0.0,0.0,92.79,92.79,92.42,0.0
1.0,0.0,84.37,84.37,82.31,0.0
1.0,1.0,91.17,91.17,90.53,0.0
2.0,0.0,88.93,88.93,87.95,0.0
2.0,1.0,80.34,80.34,80.19,0.0
2.0,2.0,95.4,95.4,95.09,0.0
3.0,0.0,87.47,87.47,85.99,0.0
3.0,1.0,84.78,84.78,82.54,0.0
3.0,2.0,90.31,90.31,89.28,0.0
3.0,3.0,95.35,95.35,95.04,0.0
4.0,0.0,84.23,84.23,81.6,0.0
4.0,1.0,81.37,81.37,78.83,0.0
4.0,2.0,79.01,79.01,73.88,0.0
4.0,3.0,80.32,80.32,75.68,0.0
4.0,4.0,94.67,94.67,94.4,0.0
