stage,task,accuracy,micro-f1,macro-f1,seed
0.0,0.0,93.75,93.75,93.41,5.0
1.0,0.0,85.54,85.54,83.54,5.0
1.0,1.0,94.36,94.36,94.01,5.0
2.0,0.0,88.12,88.12,87.42,5.0
2.0,1.0,90.75,90.75,90.0,5.0
2.0,2.0,95.88,95.88,95.61,5.0
3.0,0.0,92.14,92.14,91.48,5.0
3.0,1.0,90.3,90.3,89.65,5.0
3.0,2.0,93.0,93.0,92.49,5.0
3.0,3.0,96.63,96.63,96.39,5.0
4.0,0.0,82.68,82.68,79.45,5.0
4.0,1.0,76.92,76.92,74.89,5.0
4.0,2.0,80.58,80.58,76.3,5.0
4.0,3.0,85.75,85.75,83.95,5.0
4.0,4.0,94.7,94.7,94.43,5.0
