stage,task,accuracy,micro-f1,macro-f1,seed
0.0,0.0,95.09,95.09,94.82,4.0
1.0,0.0,82.0,82.0,78.13,4.0
1.0,1.0,94.94,94.94,94.63,4.0
2.0,0.0,77.43,77.43,71.09,4.0
2.0,1.0,89.74,89.74,88.76,4.0
2.0,2.0,94.56,94.56,94.21,4.0
3.0,0.0,69.64,69.64,56.58,4.0
3.0,1.0,89.56,89.56,88.7,4.0
3.0,2.0,88.2,88.2,87.81,4.0
3.0,3.0,93.02,93.02,92.64,4.0
4.0,0.0,69.16,69.16,55.48,4.0
4.0,1.0,88.06,88.06,86.79,4.0
4.0,2.0,89.7,89.7,89.09,4.0
4.0,3.0,92.52,92.52,91.98,4.0
4.0,4.0,91.65,91.65,91.15,4.0
