stage,task,accuracy,micro-f1,macro-f1,seed
0.0,0.0,92.79,92.79,92.42,0.0
1.0,0.0,81.4,81.4,78.01,0.0
1.0,1.0,93.78,93.78,93.41,0.0
2.0,0.0,89.29,89.29,88.12,0.0
2.0,1.0,90.14,90.14,89.72,0.0
2.0,2.0,91.44,91.44,90.86,0.0
3.0,0.0,87.87,87.87,87.43,0.0
3.0,1.0,81.72,81.72,81.57,0.0
3.0,2.0,82.33,82.33,82.16,0.0
3.0,3.0,89.52,89.52,88.64,0.0
4.0,0.0,90.13,90.13,89.38,0.0
4.0,1.0,87.91,87.91,87.54,0.0
4.0,2.0,88.76,88.76,88.34,0.0
4.0,3.0,83.72,83.72,80.82,0.0
4.0,4.0,88.96,88.96,88.29,0.0
