stage,task,accuracy,micro-f1,macro-f1,seed
0.0,0.0,95.28,95.28,95.04,4.0
1.0,0.0,82.44,82.44,79.06,4.0
1.0,1.0,94.14,94.14,93.84,4.0
2.0,0.0,86.48,86.48,86.15,4.0
2.0,1.0,81.09,81.09,80.87,4.0
2.0,2.0,96.85,96.85,96.66,4.0
3.0,0.0,91.13,91.13,90.66,4.0
3.0,1.0,85.7,85.7,85.38,4.0
3.0,2.0,91.98,91.98,91.42,4.0
3.0,3.0,95.56,95.56,95.28,4.0
4.0,0.0,90.76,90.76,89.9,4.0
4.0,1.0,90.96,90.96,90.28,4.0
4.0,2.0,91.46,91.46,90.87,4.0
4.0,3.0,90.62,90.62,89.74,4.0
4.0,4.0,95.26,95.26,95.01,4.0
