stage,task,accuracy,micro-f1,macro-f1,seed
0.0,0.0,96.09,96.09,95.83,2.0
1.0,0.0,86.72,86.72,84.76,2.0
1.0,1.0,94.91,94.91,94.58,2.0
2.0,0.0,93.92,93.92,93.57,2.0
2.0,1.0,86.01,86.01,85.74,2.0
2.0,2.0,94.38,94.38,93.98,2.0
3.0,0.0,92.69,92.69,91.96,2.0
3.0,1.0,91.81,91.81,91.27,2.0
3.0,2.0,88.42,88.42,86.86,2.0
3.0,3.0,92.79,92.79,92.32,2.0
4.0,0.0,91.92,91.92,91.03,2.0
4.0,1.0,92.13,92.13,91.51,2.0
4.0,2.0,88.13,88.13,86.43,2.0
4.0,3.0,91.92,91.92,91.37,2.0
4.0,4.0,93.07,93.07,92.59,2.0
