stage,task,accuracy,micro-f1,macro-f1,seed
0.0,0.0,74.85,74.85,74.84,3.0
1.0,0.0,90.38,90.38,89.78,3.0
1.0,1.0,95.3,95.3,94.98,3.0
2.0,0.0,88.5,88.5,87.91,3.0
2.0,1.0,88.78,88.78,87.94,3.0
2.0,2.0,95.9,95.9,95.63,3.0
3.0,0.0,87.36,87.36,86.26,3.0
3.0,1.0,85.43,85.43,83.3,3.0
3.0,2.0,85.38,85.38,83.22,3.0
3.0,3.0,93.96,93.96,93.58,3.0
4.0,0.0,82.68,82.68,79.19,3.0
4.0,1.0,77.94,77.94,71.73,3.0
4.0,2.0,81.76,81.76,78.3,3.0
4.0,3.0,80.07,80.07,75.4,3.0
4.0,4.0,82.5,82.5,79.08,3.0
