stage,task,accuracy,micro-f1,macro-f1,seed
0.0,0.0,95.09,95.09,94.82,4.0
1.0,0.0,81.74,81.74,78.05,4.0
1.0,1.0,93.63,93.63,93.32,4.0
2.0,0.0,89.11,89.11,88.02,4.0
2.0,1.0,88.24,88.24,87.35,4.0
2.0,2.0,96.08,96.08,95.85,4.0
3.0,0.0,87.45,87.45,86.48,4.0
3.0,1.0,91.2,91.2,90.64,4.0
3.0,2.0,88.17,88.17,87.71,4.0
3.0,3.0,95.79,95.79,95.51,4.0
4.0,0.0,89.94,89.94,89.14,4.0
4.0,1.0,86.71,86.71,85.67,4.0
4.0,2.0,88.77,88.77,87.88,4.0
4.0,3.0,87.44,87.44,86.78,4.0
4.0,4.0,95.71,95.71,95.49,4.0
