stage,task,accuracy,micro-f1,macro-f1,seed
0.0,0.0,91.33,91.33,90.85,5.0
1.0,0.0,85.7,85.7,83.88,5.0
1.0,1.0,96.07,96.07,95.83,5.0
2.0,0.0,88.47,88.47,88.04,5.0
2.0,1.0,77.21,77.21,77.17,5.0
2.0,2.0,95.11,95.11,94.79,5.0
3.0,0.0,88.88,88.88,88.28,5.0
3.0,1.0,90.3,90.3,89.66,5.0
3.0,2.0,88.01,88.01,87.66,5.0
3.0,3.0,95.23,95.23,94.9,5.0
4.0,0.0,91.54,91.54,90.84,5.0
4.0,1.0,89.97,89.97,89.17,5.0
4.0,2.0,89.66,89.66,88.36,5.0
4.0,3.0,91.52,91.52,90.71,5.0
4.0,4.0,95.72,95.72,95.48,5.0
