stage,task,accuracy,micro-f1,macro-f1,seed
0.0,0.0,94.4,94.4,94.07,3.0
1.0,0.0,92.41,92.41,91.8,3.0
1.0,1.0,93.54,93.54,93.08,3.0
2.0,0.0,89.53,89.53,88.98,3.0
2.0,1.0,89.24,89.24,88.74,3.0
2.0,2.0,91.62,91.62,90.88,3.0
3.0,0.0,92.31,92.31,91.73,3.0
3.0,1.0,91.42,91.42,90.7,3.0
3.0,2.0,89.55,89.55,88.38,3.0
3.0,3.0,89.17,89.17,88.4,3.0
4.0,0.0,89.8,89.8,89.34,3.0
4.0,1.0,90.86,90.86,90.42,3.0
4.0,2.0,90.65,90.65,89.88,3.0
4.0,3.0,82.11,82.11,81.59,3.0
4.0,4.0,90.94,90.94,90.4,3.0
